CVR,CropCode,AcreageSize,MatchedSum,Diff,PctDiff,TotalMarkerArea,TotalGKEAArea,RatioToTotal,Subset,Source
11757278,499,9.93,9.790000000000001,-0.1399999999999988,-1.4098690835850836,11.63,,84.17884780739467,"[('Marker_2022.97364', 0.66), ('Marker_2022.97366', 0.81), ('Marker_2022.97362', 2.24), ('Marker_2022.97363', 2.38), ('Marker_2022.97361', 3.7)]",Marker_Direct_Unique
11807232,1,4.34,4.34,0.0,0.0,6.9399999999999995,,62.53602305475504,"[('Marker_2022.373331', 4.34)]",Marker_Direct_Unique
11811280,1,13.6,13.62,0.019999999999999574,0.14705882352940863,13.99,,97.35525375268048,"[('Marker_2022.353667', 1.84), ('Marker_2022.353668', 11.78)]",Marker_Direct_Unique
11811280,11,12.2,12.21,0.010000000000001563,0.08196721311476692,17.05,,71.61290322580646,"[('Marker_2022.353671', 0.63), ('Marker_2022.353665', 2.34), ('Marker_2022.305915', 2.95), ('Marker_2022.353670', 6.29)]",Marker_Tie_Break
11815642,1,15.37,15.360000000000001,-0.00999999999999801,-0.06506180871826943,33.36,,46.043165467625904,"[('Marker_2022.261226', 1.48), ('Marker_2022.253587', 2.49), ('Marker_2022.251883', 11.39)]",Marker_Tie_Break
11815642,1,18.97,18.96,-0.00999999999999801,-0.052714812862403856,33.36,,56.83453237410072,"[('Marker_2022.253585', 2.18), ('Marker_2022.251887', 5.39), ('Marker_2022.251883', 11.39)]",Marker_Tie_Break
11879187,1,6.06,6.06,0.0,0.0,8.59,,70.54714784633295,"[('Marker_2022.15506', 6.06)]",Marker_Direct_Unique
11879187,15,2.55,2.55,0.0,0.0,3.84,,66.40625,"[('Marker_2022.15504', 2.55)]",Marker_Direct_Unique
11908438,11,3.43,3.43,0.0,0.0,7.48,,45.855614973262036,"[('Marker_2022.1689', 3.43)]",Marker_Direct_Unique
11908438,11,6.61,6.61,0.0,0.0,7.48,,88.36898395721924,"[('Marker_2022.1688', 3.18), ('Marker_2022.1689', 3.43)]",Marker_Direct_Unique
11867510,1,13.0,13.0,0.0,0.0,14.06,,92.46088193456615,"[('Marker_2022.70684', 0.35), ('Marker_2022.70688', 0.56), ('Marker_2022.70692', 0.61), ('Marker_2022.107999', 0.65), ('Marker_2022.107998', 0.79), ('Marker_2022.108555', 0.82), ('Marker_2022.108003', 0.91), ('Marker_2022.56403', 0.95), ('Marker_2022.56987', 1.01), ('Marker_2022.70685', 1.03), ('Marker_2022.108554', 1.61), ('Marker_2022.56989', 1.79), ('Marker_2022.56986', 1.92)]",Marker_Tie_Break
11910742,2,11.34,11.34,0.0,0.0,11.59,,97.84296807592753,"[('Marker_2022.438171', 11.34)]",Marker_Direct_Unique
12059884,1,4.01,4.01,0.0,0.0,9.61,,41.72736732570239,"[('Marker_2022.21933', 4.01)]",Marker_Tie_Break
12059884,1,5.75,5.75,0.0,0.0,9.61,,59.833506763787724,"[('Marker_2022.21932', 1.74), ('Marker_2022.21933', 4.01)]",Marker_Tie_Break
12059884,1,9.39,9.39,0.0,0.0,9.61,,97.71071800208118,"[('Marker_2022.21932', 1.74), ('Marker_2022.21930', 1.75), ('Marker_2022.21931', 1.89), ('Marker_2022.21933', 4.01)]",Marker_Tie_Break
12156405,10,5.86,5.86,0.0,0.0,6.67,,87.856071964018,"[('Marker_2022.286752', 1.05), ('Marker_2022.286757', 1.29), ('Marker_2022.286753', 3.52)]",Marker_Direct_Unique
12168578,2,4.62,4.62,0.0,0.0,8.71,,53.04247990815154,"[('Marker_2022.83900', 4.62)]",Marker_Direct_Unique
12168578,11,5.82,5.81,-0.010000000000000675,-0.171821305841936,8.04,,72.2636815920398,"[('Marker_2022.115743', 5.81)]",Marker_Direct_Unique
12192231,531,0.85,0.85,0.0,0.0,1.74,,48.85057471264368,"[('Marker_2022.94006', 0.85)]",Marker_Direct_Unique
12192231,519,1.02,1.02,0.0,0.0,1.4300000000000002,,71.32867132867132,"[('Marker_2022.101425', 0.49), ('Marker_2022.101426', 0.53)]",Marker_Direct_Unique
12219148,1,3.42,3.43,0.010000000000000231,0.2923976608187202,3.56,,96.34831460674158,"[('Marker_2022.20590', 3.43)]",Marker_Direct_Unique
12219148,15,8.32,8.32,0.0,0.0,16.59,,50.15069318866787,"[('Marker_2022.83209', 8.32)]",Marker_Tie_Break
12219148,15,9.49,9.49,0.0,0.0,16.59,,57.2031344183243,"[('Marker_2022.20564', 0.35), ('Marker_2022.21101', 0.82), ('Marker_2022.83209', 8.32)]",Marker_Direct_Unique
12226993,1,39.05,39.050000000000004,7.105427357601002e-15,1.81957166647913e-14,102.88,,37.95684292379472,"[('Marker_2022.479811', 2.5), ('Marker_2022.497422', 2.98), ('Marker_2022.450451', 4.18), ('Marker_2022.440113', 6.95), ('Marker_2022.412317', 22.44)]",Marker_Tie_Break
12226993,1,63.31,63.33,0.01999999999999602,0.031590586005364116,102.88,,61.55715396578538,"[('Marker_2022.450451', 4.18), ('Marker_2022.479810', 6.06), ('Marker_2022.440114', 8.54), ('Marker_2022.450448', 22.11), ('Marker_2022.412317', 22.44)]",Marker_Tie_Break
12226993,1,99.57,99.9,0.3300000000000125,0.33142512805063024,102.88,,97.10342146189737,"[('Marker_2022.479811', 2.5), ('Marker_2022.450451', 4.18), ('Marker_2022.479810', 6.06), ('Marker_2022.440113', 6.95), ('Marker_2022.440114', 8.54), ('Marker_2022.393928', 13.17), ('Marker_2022.397212', 13.95), ('Marker_2022.450448', 22.11), ('Marker_2022.412317', 22.44)]",Marker_Tie_Break
12205597,583,32.66,32.66,0.0,0.0,60.25,,54.20746887966804,"[('Marker_2022.350978', 0.66), ('Marker_2022.404566', 0.81), ('Marker_2022.350976', 0.88), ('Marker_2022.404565', 1.03), ('Marker_2022.350974', 1.3), ('Marker_2022.295384', 1.35), ('Marker_2022.295383', 1.4), ('Marker_2022.350982', 1.7), ('Marker_2022.404562', 1.97), ('Marker_2022.295387', 2.46), ('Marker_2022.350981', 2.68), ('Marker_2022.350977', 2.75), ('Marker_2022.350975', 3.18), ('Marker_2022.350979', 3.32), ('Marker_2022.350973', 3.38), ('Marker_2022.295385', 3.79)]",Marker_Tie_Break
12226993,11,67.04,67.03,-0.010000000000005116,-0.014916467780437224,121.57,,55.13695813111787,"[('Marker_2022.479809', 1.51), ('Marker_2022.440115', 1.58), ('Marker_2022.393927', 3.8), ('Marker_2022.411770', 9.02), ('Marker_2022.412318', 10.45), ('Marker_2022.479813', 11.62), ('Marker_2022.440112', 29.05)]",Marker_Tie_Break
12232993,11,43.36,43.36,0.0,0.0,44.910000000000004,,96.5486528612781,"[('Marker_2022.269283', 0.55), ('Marker_2022.264465', 2.91), ('Marker_2022.269281', 5.63), ('Marker_2022.189372', 6.53), ('Marker_2022.189373', 7.93), ('Marker_2022.269286', 9.13), ('Marker_2022.269282', 10.68)]",Marker_Tie_Break
12233396,1,2.6,2.56,-0.040000000000000036,-1.5384615384615397,4.11,,62.28710462287105,"[('Marker_2022.283003', 0.37), ('Marker_2022.283001', 2.19)]",Marker_Direct_Unique
12238533,1,6.13,6.13,0.0,0.0,6.79,,90.279823269514,"[('Marker_2022.39238', 6.13)]",Marker_Direct_Unique
12313675,1,17.06,17.16,0.10000000000000142,0.5861664712778514,22.24,,77.15827338129498,"[('Marker_2022.206949', 4.22), ('Marker_2022.195601', 12.94)]",Marker_Direct_Unique
12313675,1,17.92,18.02,0.09999999999999787,0.5580357142857023,22.24,,81.02517985611512,"[('Marker_2022.195603', 1.91), ('Marker_2022.195602', 3.17), ('Marker_2022.195601', 12.94)]",Marker_Direct_Unique
12313675,101,6.0,6.0,0.0,0.0,11.07,,54.20054200542005,"[('Marker_2022.194992', 6.0)]",Marker_Direct_Unique
12366736,11,26.74,26.740000000000002,3.552713678800501e-15,1.3286139412118553e-14,32.77,,81.59902349710102,"[('Marker_2022.98394', 2.49), ('Marker_2022.52505', 2.7), ('Marker_2022.52502', 4.55), ('Marker_2022.52504', 6.92), ('Marker_2022.52503', 10.08)]",Marker_Tie_Break
12441940,1,14.18,14.18,0.0,0.0,17.2,,82.44186046511628,"[('Marker_2022.42498', 4.2), ('Marker_2022.41936', 4.35), ('Marker_2022.43084', 5.63)]",Marker_Direct_Unique
12509987,499,0.64,0.64,0.0,0.0,,1.0,64.0,"[('N-3', 0.19), ('N-4', 0.45)]",GKEA_Direct_Unique
12452691,1,24.67,24.71,0.03999999999999915,0.16214025131738607,30.47,,81.09616015753201,"[('Marker_2022.1074', 1.24), ('Marker_2022.483', 3.59), ('Marker_2022.1072', 3.78), ('Marker_2022.1073', 7.35), ('Marker_2022.485', 8.75)]",Marker_Direct_Unique
12526407,11,11.94,11.86,-0.08000000000000007,-0.6700167504187611,14.62,,81.1217510259918,"[('Marker_2022.72775', 11.86)]",Marker_Direct_Unique
12520808,1,11.06,11.06,0.0,0.0,16.68,,66.30695443645085,"[('Marker_2022.256830', 11.06)]",Marker_Direct_Unique
12572247,149,52.68,52.68,0.0,0.0,64.44,,81.75046554934823,"[('Marker_2022.336105', 4.41), ('Marker_2022.355450', 4.97), ('Marker_2022.456971', 10.12), ('Marker_2022.390618', 12.83), ('Marker_2022.355446', 20.35)]",Marker_Direct_Unique
12572247,101,34.0,34.0,0.0,0.0,36.06,,94.28729894620076,"[('Marker_2022.390622', 3.01), ('Marker_2022.390621', 5.73), ('Marker_2022.456972', 11.95), ('Marker_2022.450175', 13.31)]",Marker_Direct_Unique
12633505,1,15.16,15.16,0.0,0.0,35.52,,42.68018018018018,"[('Marker_2022.12563', 15.16)]",Marker_Tie_Break
12734034,1,22.45,22.45,0.0,0.0,27.240000000000002,,82.41556534508075,"[('Marker_2022.375693', 1.99), ('Marker_2022.395962', 6.16), ('Marker_2022.375690', 14.3)]",Marker_Tie_Break
12751788,160,70.26,70.25999999999999,-1.4210854715202004e-14,-2.0226095524056366e-14,131.59,,53.39311497834181,"[('Marker_2022.337996', 23.57), ('Marker_2022.337994', 46.69)]",Marker_Tie_Break
12759681,528,35.19,35.13,-0.05999999999999517,-0.1705029838022028,37.480000000000004,,93.7299893276414,"[('Marker_2022.251501', 0.92), ('Marker_2022.246413', 1.13), ('Marker_2022.251504', 1.29), ('Marker_2022.262497', 1.62), ('Marker_2022.262495', 1.86), ('Marker_2022.246412', 2.04), ('Marker_2022.262496', 2.95), ('Marker_2022.246411', 11.59), ('Marker_2022.246409', 11.73)]",Marker_Tie_Break
12833334,14,5.1,5.1000000000000005,8.881784197001252e-16,1.7415263131375006e-14,9.85,,51.7766497461929,"[('Marker_2022.361880', 0.7), ('Marker_2022.361881', 4.4)]",Marker_Direct_Unique
12873603,903,1.21,1.21,0.0,0.0,2.23,,54.26008968609865,"[('Marker_2022.450354', 1.21)]",Marker_Direct_Unique
12897634,11,2.14,2.14,0.0,0.0,3.91,,54.73145780051151,"[('Marker_2022.16204', 2.14)]",Marker_Direct_Unique
12897634,1,1.93,1.93,0.0,0.0,3.08,,62.66233766233766,"[('Marker_2022.16206', 1.93)]",Marker_Direct_Unique
12924240,11,25.51,25.15,-0.360000000000003,-1.411211289690329,,26.25,95.8095238095238,"[('8-0', 2.51), ('10-1', 3.05), ('10-3', 4.87), ('20-0', 7.24), ('10-2', 7.48)]",GKEA_Direct_Unique
12924240,216,7.84,7.970000000000001,0.13000000000000078,1.6581632653061327,11.73,,67.94543904518329,"[('Marker_2022.178', 1.55), ('Marker_2022.49398', 1.89), ('Marker_2022.104206', 4.53)]",Marker_Direct_Unique
12958706,15,28.98,28.490000000000002,-0.48999999999999844,-1.690821256038642,31.54,,90.32974001268231,"[('Marker_2022.204057', 4.41), ('Marker_2022.204059', 6.47), ('Marker_2022.204058', 7.88), ('Marker_2022.230532', 9.73)]",Marker_Direct_Unique
13004390,2,9.73,9.81,0.08000000000000007,0.8221993833504632,11.65,,84.20600858369099,"[('Marker_2022.336547', 1.31), ('Marker_2022.336545', 8.5)]",Marker_Direct_Unique
13012180,11,6.39,6.39,0.0,0.0,9.0,,71.0,"[('Marker_2022.315040', 1.55), ('Marker_2022.315042', 4.84)]",Marker_Direct_Unique
13032580,1,45.64,45.69,0.04999999999999716,0.1095530236634469,49.63,,92.06125327422929,"[('Marker_2022.311827', 4.76), ('Marker_2022.311825', 7.03), ('Marker_2022.311828', 7.7), ('Marker_2022.477175', 7.97), ('Marker_2022.477178', 8.39), ('Marker_2022.311824', 9.84)]",Marker_Tie_Break
13050198,1,7.48,7.4799999999999995,-8.881784197001252e-16,-1.187404304411932e-14,22.24,,33.63309352517986,"[('Marker_2022.332844', 1.39), ('Marker_2022.304076', 6.09)]",Marker_Tie_Break
13050198,22,9.81,9.81,0.0,0.0,10.43,,94.05560882070951,"[('Marker_2022.283259', 0.42), ('Marker_2022.283260', 0.73), ('Marker_2022.283261', 2.1), ('Marker_2022.332340', 2.85), ('Marker_2022.332341', 3.71)]",Marker_Tie_Break
13055173,252,68.16,68.15,-0.009999999999990905,-0.014671361502334074,73.65,,92.53224711473183,"[('Marker_2022.226777', 1.4), ('Marker_2022.227325', 1.81), ('Marker_2022.231903', 2.77), ('Marker_2022.231907', 3.41), ('Marker_2022.231905', 5.66), ('Marker_2022.226778', 6.1), ('Marker_2022.257953', 6.67), ('Marker_2022.257952', 7.67), ('Marker_2022.226779', 11.74), ('Marker_2022.257951', 20.92)]",Marker_Tie_Break
13087849,3,10.2,10.200000000000001,1.7763568394002505e-15,1.7415263131375006e-14,14.64,,69.67213114754098,"[('Marker_2022.238844', 1.4), ('Marker_2022.161811', 8.8)]",Marker_Direct_Unique
13141002,11,12.05,12.05,0.0,0.0,35.29,,34.14565032587135,"[('Marker_2022.160672', 12.05)]",Marker_Direct_Unique
13141002,11,23.83,23.830000000000002,3.552713678800501e-15,1.4908576075537143e-14,35.29,,67.526211391329,"[('Marker_2022.196068', 4.55), ('Marker_2022.160668', 7.23), ('Marker_2022.160672', 12.05)]",Marker_Tie_Break
13136904,216,79.22,79.22,0.0,0.0,89.13,,88.88140917760575,"[('Marker_2022.405829', 0.81), ('Marker_2022.449056', 1.96), ('Marker_2022.449059', 3.56), ('Marker_2022.410405', 3.67), ('Marker_2022.443321', 4.08), ('Marker_2022.443319', 5.42), ('Marker_2022.564344', 5.9), ('Marker_2022.359730', 8.57), ('Marker_2022.486256', 9.96), ('Marker_2022.486257', 10.12), ('Marker_2022.567252', 10.3), ('Marker_2022.405828', 14.87)]",Marker_Tie_Break
13141002,1,13.2,13.2,0.0,0.0,35.839999999999996,,36.830357142857146,"[('Marker_2022.223088', 0.42), ('Marker_2022.223087', 0.66), ('Marker_2022.196069', 12.12)]",Marker_Tie_Break
13168881,1,8.71,8.71,0.0,0.0,20.92,,41.634799235181646,"[('Marker_2022.21296', 2.48), ('Marker_2022.41598', 6.23)]",Marker_Tie_Break
13194149,450,1.55,1.55,0.0,0.0,1.75,,88.57142857142858,"[('Marker_2022.551811', 1.55)]",Marker_Direct_Unique
13242240,260,6.61,6.529999999999999,-0.08000000000000096,-1.2102874432677906,6.779999999999999,,96.3126843657817,"[('Marker_2022.307319', 0.59), ('Marker_2022.283090', 0.87), ('Marker_2022.315577', 2.06), ('Marker_2022.315575', 3.01)]",Marker_Direct_Unique
13260680,1,38.8,38.61,-0.18999999999999773,-0.48969072164947874,39.99,,96.54913728432108,"[('Marker_2022.462947', 1.77), ('Marker_2022.390222', 6.62), ('Marker_2022.390226', 13.46), ('Marker_2022.362538', 16.76)]",Marker_Tie_Break
13287597,263,5.15,5.13,-0.020000000000000462,-0.3883495145631158,10.72,,47.8544776119403,"[('Marker_2022.310896', 1.85), ('Marker_2022.350442', 3.28)]",Marker_Direct_Unique
